ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,score_venta
27169.0,Single,Male,30000.0,0.0,High School,Manual,Yes,1.0,2-5 Miles,Europe,34.0,Yes,0.9918119658119657
14805.0,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,0.00702532372598162
15822.0,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,67.0,No,0.3957938818147795
19389.0,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,28.0,No,0.0016250000000000001
17048.0,Single,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,0.9933506493506495
22204.0,Married,Male,110000.0,4.0,Bachelors,Management,Yes,3.0,2-5 Miles,Pacific,48.0,No,0.4276790758261347
12718.0,Single,Female,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,31.0,No,0.17774753005235744
15019.0,Single,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,55.0,No,0.023998718386876283
28488.0,Single,Male,20000.0,0.0,Partial College,Manual,Yes,0.0,0-1 Miles,Pacific,28.0,Yes,0.9767341408591409
21891.0,Married,Female,110000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,34.0,Yes,0.9677733516483517
27814.0,Single,Female,30000.0,3.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,26.0,No,0.009648164335664337
22175.0,Married,Female,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,53.0,Yes,0.9828320568320568
29447.0,Single,Female,10000.0,2.0,Bachelors,Clerical,No,1.0,2-5 Miles,Europe,68.0,No,0.03395742451992451
19784.0,Married,Female,80000.0,2.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,50.0,Yes,1.0
27824.0,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,28.0,Yes,0.8693175435675434
24093.0,Single,Female,80000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,40.0,Yes,0.9881825396825399
19618.0,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,0-1 Miles,Pacific,44.0,No,0.0219978354978355
21561.0,Single,Male,90000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,34.0,Yes,0.9808632756132757
11061.0,Married,Male,60000.0,2.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,52.0,Yes,0.9969583333333334
26651.0,Single,Male,80000.0,4.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,36.0,Yes,0.9738863636363636
21108.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,0.9995
12731.0,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,32.0,No,0.008991758241758243
25307.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,32.0,Yes,0.9882261904761904
14278.0,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,1.0,10+ Miles,Pacific,48.0,No,0.04467032967032966
20711.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,1-2 Miles,Europe,32.0,Yes,0.9920212842712843
11383.0,Married,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,1.0,0-1 Miles,Europe,46.0,No,0.00713095238095238
12497.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,No,0.25540382024908875
16559.0,Single,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,0.9886687756687756
11585.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,0.07206391464815379
20277.0,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Pacific,69.0,No,0.02289384920634921
26765.0,Single,Female,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,45.0,No,0.025785533910533908
12389.0,Single,Male,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,No,0.027883033633033634
13585.0,Married,Female,80000.0,4.0,Partial College,Professional,No,1.0,2-5 Miles,Europe,53.0,Yes,0.7417777777777776
26385.0,Single,Male,120000.0,3.0,High School,Professional,No,4.0,5-10 Miles,Europe,50.0,No,0.032709706959706965
12236.0,Married,Female,20000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,65.0,No,0.0340215478965479
21560.0,Married,Male,120000.0,0.0,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,32.0,Yes,0.9771310706837022
21554.0,Single,Female,80000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,33.0,No,0.019899891774891775
13662.0,Single,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,31.0,Yes,0.9711002677877676
13089.0,Married,Female,120000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,46.0,Yes,0.9885346320346322
14791.0,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,Yes,0.9977657114127703
19331.0,Single,Male,20000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,No,0.012156302031302031
17754.0,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,46.0,Yes,0.9996666666666667
11149.0,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,65.0,No,0.5232579916428599
16549.0,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,0.9996666666666667
24305.0,Single,Male,100000.0,1.0,Bachelors,Management,No,3.0,0-1 Miles,Pacific,46.0,Yes,0.9840169552669553
18253.0,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,0.010730339105339106
20147.0,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,65.0,No,0.024856684981684984
15612.0,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,0.0025
28323.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,2.0,5-10 Miles,Pacific,43.0,Yes,0.9919485294117645
22634.0,Single,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,0.9988888888888888
15665.0,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,0.995059829059829
27585.0,Married,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,0.9967261904761905
19748.0,Married,Male,20000.0,4.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,60.0,No,0.005150793650793651
21974.0,Single,Female,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,42.0,Yes,0.9845280748663101
14032.0,Married,Male,70000.0,2.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,50.0,Yes,0.9969940476190478
22610.0,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,0.997453135100194
26984.0,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,32.0,Yes,0.9958571428571429
18294.0,Married,Female,90000.0,1.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,46.0,No,0.07831242327933503
28564.0,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,1-2 Miles,Europe,33.0,Yes,0.9854761904761904
28521.0,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,1.0
15450.0,Married,Male,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,No,0.07388608613608613
25681.0,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,0.9794889416139416
19491.0,Single,Male,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,0.0019230769230769232
26415.0,Married,Female,90000.0,4.0,Partial High School,Skilled Manual,Yes,4.0,10+ Miles,Europe,58.0,No,0.018802815605447182
12821.0,Married,Male,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,No,0.47854798918401853
15629.0,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,34.0,No,0.033393182174722424
27835.0,Married,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,0.016470271751811996
11738.0,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,0.0,2-5 Miles,North America,46.0,No,0.9575698051948054
25065.0,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,48.0,No,0.00426923076923077
26238.0,Single,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,31.0,Yes,0.986950937950938
23707.0,Single,Male,70000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,60.0,Yes,0.9621963200198494
27650.0,Married,Male,70000.0,4.0,High School,Professional,Yes,0.0,5-10 Miles,North America,51.0,No,0.4429825864924548
24981.0,Married,Male,60000.0,2.0,Partial College,Professional,Yes,2.0,10+ Miles,North America,56.0,No,0.016459544110859897
20678.0,Single,Female,60000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,40.0,Yes,0.9874659090909091
15302.0,Single,Female,70000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,0.997952380952381
26012.0,Married,Male,80000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,48.0,Yes,0.9897175324675324
26575.0,Single,Female,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,0.9909583333333333
15559.0,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,0.01463070263070263
19235.0,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,34.0,No,0.3057258321743616
15275.0,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,29.0,No,0.002369209222150399
20339.0,Married,Female,130000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,North America,44.0,Yes,0.987793498168498
25405.0,Married,Male,70000.0,2.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,38.0,Yes,0.9838488455988457
15940.0,Married,Male,100000.0,4.0,Partial College,Professional,Yes,4.0,0-1 Miles,North America,40.0,No,0.013663586413586414
25074.0,Married,Female,70000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,42.0,Yes,0.9897759185259187
24738.0,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,51.0,Yes,0.9954999999999999
16337.0,Married,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,0.004872039724980901
24357.0,Married,Male,60000.0,3.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,48.0,Yes,0.9964718614718615
18613.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,0.9981666666666668
12207.0,Single,Male,80000.0,4.0,Bachelors,Management,Yes,1.0,5-10 Miles,North America,66.0,Yes,0.7502549395049397
18052.0,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,North America,45.0,Yes,0.9950555555555556
13353.0,Single,Female,60000.0,4.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,61.0,Yes,0.0340279304029304
19399.0,Single,Male,40000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,45.0,No,0.4790705324087676
16154.0,Married,Female,70000.0,5.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,47.0,No,0.01082142857142857
22219.0,Married,Female,60000.0,2.0,High School,Professional,Yes,2.0,5-10 Miles,North America,49.0,No,0.0
17269.0,Single,Male,60000.0,3.0,Bachelors,Professional,No,0.0,0-1 Miles,North America,47.0,Yes,0.9976780303030304
23586.0,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,0.9925297619047619
15740.0,Married,Male,80000.0,5.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,64.0,No,0.03272812155165097
27638.0,Single,Male,100000.0,1.0,Partial College,Professional,No,3.0,1-2 Miles,North America,44.0,No,0.14530847134891248
18976.0,Single,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,62.0,Yes,0.662868203663718
19413.0,Single,Male,60000.0,3.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,47.0,Yes,0.9983030303030305
13283.0,Married,Male,80000.0,3.0,Partial College,Professional,No,2.0,0-1 Miles,North America,49.0,Yes,0.9972954545454544
17471.0,Single,Female,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,67.0,No,0.02450839438339438
16791.0,Single,Male,60000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,59.0,Yes,0.9605296533531827
15382.0,Married,Female,110000.0,1.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,44.0,No,0.3844861527361527
11641.0,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,North America,36.0,No,0.5032537613530262
11935.0,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,0.0028237546766958534
13233.0,Married,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,57.0,Yes,0.24212105560847827
25909.0,Married,Male,60000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,Yes,0.8269909877703996
14092.0,Single,Male,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,28.0,No,0.0047625332184155714
29143.0,Single,Female,60000.0,1.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,44.0,Yes,0.9963863636363637
24941.0,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,0.003926282051282051
24637.0,Married,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,64.0,No,0.3220936659659571
23893.0,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No,0.00275
13907.0,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,North America,41.0,Yes,0.5558372758777168
14900.0,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,49.0,Yes,0.9938766233766233
11262.0,Married,Female,80000.0,4.0,Bachelors,Management,Yes,0.0,0-1 Miles,North America,42.0,No,0.012902583527583526
22294.0,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,0.9973333333333333
12195.0,Single,Female,70000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,52.0,No,0.014075091575091575
25375.0,Married,Male,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,34.0,No,0.2901565530058177
11143.0,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,0.585770531347737
25898.0,Married,Female,70000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,53.0,No,0.5566880068031385
24397.0,Single,Male,120000.0,2.0,Bachelors,Management,No,4.0,1-2 Miles,North America,40.0,No,0.18131562391856504
19758.0,Single,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,0.004872039724980901
15529.0,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,43.0,Yes,0.9956272893772895
19884.0,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,55.0,Yes,0.9687671261487051
18674.0,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,48.0,No,0.015602203352203352
13453.0,Married,Female,130000.0,2.0,Bachelors,Management,Yes,3.0,0-1 Miles,North America,45.0,Yes,0.9239953518703519
14063.0,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,42.0,Yes,0.9934042207792207
27393.0,Married,Female,50000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No,0.007886294261294263
14417.0,Single,Male,60000.0,3.0,High School,Professional,Yes,2.0,10+ Miles,North America,54.0,Yes,0.979345238095238
17533.0,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,73.0,Yes,0.9571758295883684
18580.0,Married,Female,60000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,43.0,Yes,0.9962905844155846
17025.0,Single,Male,50000.0,0.0,Partial College,Skilled Manual,No,1.0,2-5 Miles,North America,39.0,Yes,0.9899698773448773
25293.0,Married,Male,80000.0,4.0,Bachelors,Management,Yes,0.0,1-2 Miles,North America,42.0,No,0.012208139083139082
24725.0,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,0.0,1-2 Miles,North America,31.0,No,0.172765295162354
23200.0,Married,Female,50000.0,3.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,North America,41.0,No,0.0006666666666666666
15895.0,Single,Female,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,58.0,No,0.04084118147933937
18577.0,Married,Female,60000.0,0.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,40.0,No,0.01342890442890443
27218.0,Married,Female,20000.0,2.0,Partial High School,Clerical,No,1.0,0-1 Miles,North America,48.0,No,0.008346736596736596
18560.0,Married,Female,70000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,0.9965238095238095
25006.0,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,0.0028237546766958534
17369.0,Single,Male,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,No,0.010157254510195689
14495.0,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,54.0,Yes,0.9818281119465331
18847.0,Married,Female,60000.0,2.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,0.033866452991452994
14754.0,Married,Male,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,48.0,Yes,0.9976861471861471
23378.0,Married,Male,70000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,Yes,0.9872873376623378
26452.0,Single,Male,50000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,0.04014033882783883
20370.0,Married,Male,70000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,No,0.4706934821284668
20528.0,Married,Male,40000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,55.0,No,0.01457179808495598
23549.0,Single,Male,30000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No,0.0011858974358974358
21751.0,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,63.0,No,0.011932234432234432
21266.0,Single,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,0.9935138888888889
13388.0,Single,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,56.0,No,0.027929726706042497
18752.0,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,31.0,No,0.004852869352869353
16917.0,Married,Male,120000.0,1.0,Bachelors,Management,Yes,4.0,0-1 Miles,North America,38.0,No,0.00822924297924298
15313.0,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,2-5 Miles,North America,59.0,No,0.00525534188034188
25329.0,Single,Female,40000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,North America,32.0,No,0.017097735597735596
20380.0,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,0.02702319902319902
23089.0,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,0.002369209222150399
13749.0,Married,Male,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,0.011487789987789987
24943.0,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,0.003926282051282051
28667.0,Single,Male,70000.0,2.0,Bachelors,Skilled Manual,No,1.0,0-1 Miles,North America,37.0,Yes,0.9895773809523811
15194.0,Single,Male,120000.0,2.0,Bachelors,Management,No,3.0,0-1 Miles,North America,39.0,Yes,0.9838209151959151
17436.0,Married,Male,60000.0,2.0,High School,Professional,No,2.0,1-2 Miles,North America,51.0,No,0.006111111111111111
18935.0,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,3.0,1-2 Miles,North America,40.0,No,0.40897687728937726
16871.0,Married,Female,90000.0,2.0,High School,Professional,Yes,1.0,10+ Miles,North America,51.0,Yes,0.9702541486291486
12100.0,Single,Male,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,57.0,No,0.04139673703489492
23158.0,Married,Female,60000.0,1.0,Graduate Degree,Professional,No,0.0,0-1 Miles,North America,35.0,Yes,0.8040645269762919
18545.0,Married,Male,40000.0,4.0,High School,Professional,No,2.0,10+ Miles,North America,61.0,Yes,0.9635362787796998
18391.0,Single,Female,80000.0,5.0,Partial College,Professional,Yes,2.0,5-10 Miles,North America,44.0,No,0.009625485625485626
19812.0,Single,Female,70000.0,2.0,Partial College,Professional,Yes,0.0,5-10 Miles,North America,49.0,Yes,0.9901518481518481
27660.0,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,0.030184218559218556
18058.0,Single,Female,20000.0,3.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,77.5,No,0.29996215696703654
20343.0,Married,Female,90000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,45.0,No,0.16668399202706483
28997.0,Single,Male,40000.0,2.0,High School,Professional,No,1.0,2-5 Miles,North America,58.0,Yes,0.9547889749139749
24398.0,Married,Male,130000.0,1.0,Graduate Degree,Management,Yes,4.0,0-1 Miles,North America,41.0,No,0.013534493284493288
19002.0,Married,Female,60000.0,2.0,Partial College,Professional,Yes,1.0,2-5 Miles,North America,57.0,Yes,0.6924502429694409
28609.0,Married,Male,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,0.002577922077922078
29231.0,Single,Male,80000.0,4.0,Partial College,Professional,No,2.0,0-1 Miles,North America,43.0,No,0.6892922600275543
18858.0,Single,Male,60000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,0.9730254120879119
20000.0,Married,Male,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,35.0,Yes,0.5548061142289085
25261.0,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,27.0,No,0.011852564102564104
17458.0,Single,Male,70000.0,3.0,High School,Professional,Yes,0.0,5-10 Miles,North America,52.0,Yes,0.9832789489921844
11644.0,Single,Male,40000.0,2.0,Bachelors,Skilled Manual,Yes,0.0,2-5 Miles,North America,36.0,No,0.23354619889914005
16145.0,Single,Female,70000.0,5.0,Graduate Degree,Professional,Yes,3.0,10+ Miles,North America,46.0,Yes,0.9596629481629484
16890.0,Married,Male,60000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,0.9639777930402932
25983.0,Married,Male,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,43.0,No,0.009944444444444443
14633.0,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,No,0.11260674048174044
22994.0,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,0.9925297619047619
22983.0,Single,Female,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,27.0,No,0.0058837453396276915
25184.0,Single,Male,110000.0,1.0,Partial College,Professional,Yes,4.0,5-10 Miles,North America,45.0,Yes,0.5891601649984001
14469.0,Married,Female,100000.0,3.0,Partial College,Professional,Yes,4.0,1-2 Miles,North America,45.0,No,0.018375513375513373
11538.0,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,No,1.0,0-1 Miles,North America,47.0,Yes,0.9633991702741704
16245.0,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,0.010773143523143522
17858.0,Married,Male,40000.0,4.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,44.0,Yes,0.41674202904079094
25347.0,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No,0.0025294566544566545
15814.0,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,30.0,No,0.004614774114774114
11259.0,Married,Female,100000.0,4.0,Partial College,Professional,Yes,4.0,2-5 Miles,North America,41.0,Yes,0.9723255355755356
11200.0,Married,Male,70000.0,4.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,58.0,No,0.005995171495171494
25101.0,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,0.01463070263070263
21801.0,Married,Female,70000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,55.0,No,0.01255957930957931
25943.0,Single,Female,70000.0,0.0,Partial College,Skilled Manual,No,2.0,0-1 Miles,North America,27.0,Yes,0.9932311805841217
22127.0,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,0.018675976800976803
20414.0,Married,Female,60000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,0.0015441176470588236
23672.0,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,0.0241759768009768
29255.0,Single,Male,80000.0,3.0,Partial College,Professional,No,1.0,1-2 Miles,North America,51.0,Yes,0.9966780303030304
28815.0,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,35.0,No,0.03316894216894217
27753.0,Married,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,30.0,No,0.003697802197802198
27643.0,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No,0.4802537098909003
13754.0,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,48.0,No,0.010773143523143522
22088.0,Married,Female,130000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,North America,45.0,Yes,0.986494796869797
27388.0,Married,Male,60000.0,3.0,Bachelors,Management,No,2.0,1-2 Miles,North America,66.0,No,0.003598901098901099
24745.0,Single,Female,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,0.0844503939687763
